2025-02-04 22:38:37.876 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 22:38:37.882 | INFO     | __main__:<module>:50 - Project root: C:\Users\queen\Projects\buzzline-04-badeniyan
2025-02-04 22:38:37.882 | INFO     | __main__:<module>:54 - Data folder: C:\Users\queen\Projects\buzzline-04-badeniyan\data
2025-02-04 22:38:37.883 | INFO     | __main__:<module>:58 - Data file: C:\Users\queen\Projects\buzzline-04-badeniyan\data\buzz_live.json
2025-02-04 22:38:37.883 | INFO     | __main__:main:125 - START producer...
2025-02-04 22:38:37.884 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-04 22:38:37.884 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-04 22:38:37.885 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was weird.', 'author': 'Eve'}
2025-02-11 09:13:06.676 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-11 09:13:06.676 | INFO     | __main__:<module>:50 - Project root: C:\Projects\buzzline-04-badeniyan
2025-02-11 09:13:06.676 | INFO     | __main__:<module>:54 - Data folder: C:\Projects\buzzline-04-badeniyan\data
2025-02-11 09:13:06.676 | INFO     | __main__:<module>:58 - Data file: C:\Projects\buzzline-04-badeniyan\data\buzz_live.json
2025-02-11 09:13:06.676 | INFO     | __main__:main:125 - START producer...
2025-02-11 09:13:06.676 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-11 09:13:06.676 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-11 09:13:06.676 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was exciting.', 'author': 'Alice'}
2025-02-11 09:13:09.683 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was exciting.', 'author': 'Charlie'}
2025-02-11 09:13:12.685 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was weird.', 'author': 'Eve'}
2025-02-11 09:13:15.688 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was funny.', 'author': 'Bob'}
2025-02-11 09:13:18.691 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was exciting.', 'author': 'Bob'}
2025-02-11 09:13:21.695 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was boring.', 'author': 'Bob'}
2025-02-11 09:13:24.707 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was boring.', 'author': 'Bob'}
2025-02-11 09:13:27.709 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was amazing.', 'author': 'Alice'}
2025-02-11 09:13:30.716 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was weird.', 'author': 'Bob'}
2025-02-11 09:13:33.721 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was weird.', 'author': 'Bob'}
2025-02-11 09:13:36.724 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was exciting.', 'author': 'Charlie'}
2025-02-11 09:13:39.726 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was amazing.', 'author': 'Charlie'}
2025-02-11 09:13:42.743 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was amazing.', 'author': 'Bob'}
2025-02-11 09:13:45.746 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was boring.', 'author': 'Alice'}
2025-02-11 09:13:48.750 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was exciting.', 'author': 'Alice'}
2025-02-11 09:13:51.754 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was exciting.', 'author': 'Bob'}
